id,word,freq,doc_freq
6340,french,47,35
2109,preferred,46,35
3199,schedule,46,35
8402,embedded,46,35
1818,dividing,45,35
4097,participation,45,35
17491,nationwide,44,35
72,slows,43,35
18119,biologists,43,35
4408,lethal,42,35
5948,infancy,42,35
7525,neurobiology,42,35
8238,introduction,42,35
2788,authorities,41,35
7995,tailor,41,35
12792,charles,41,35
14626,drastically,41,35
3160,automatically,40,35
4406,escape,40,35
4697,minimally,40,35
5360,attributed,40,35
11742,accelerate,40,35
6848,interpret,39,35
8957,christopher,39,35
12165,captured,39,35
12395,max,39,35
23293,fraction,39,35
2415,diagnostics,38,35
6064,enormous,38,35
8224,conflicting,38,35
12166,transform,38,35
14788,classic,38,35
5590,hopeful,37,35
7270,extends,37,35
13397,stands,37,35
6635,elife,36,35
3163,separately,35,35
7898,collectively,35,35
1476,lupus,313,34
3588,al,222,34
4776,veins,205,34
1738,gum,192,34
1652,gums,161,34
5184,cortisol,124,34
2331,mitochondrial,118,34
1637,acupuncture,117,34
698,genital,109,34
2903,l,107,34
2577,dog,105,34
6175,preterm,99,34
2349,aerobic,89,34
7967,salad,85,34
5021,parasites,84,34
7245,mayo,78,34
7954,nurses,77,34
2936,substitute,75,34
5240,wrap,65,34
6859,goods,65,34
6453,sea,64,34
5173,insect,63,34
6688,texture,61,34
9195,pleasure,61,34
10284,peptide,61,34
9005,endocrine,58,34
1779,seasonal,54,34
7053,uterine,54,34
8998,contaminated,54,34
9910,lotions,54,34
16032,behavioural,54,34
23156,policymakers,54,34
6381,chips,52,34
12749,joseph,52,34
15921,zhang,51,34
3044,labels,50,34
874,letters,49,34
3348,lifting,49,34
3898,colorado,48,34
4300,treadmill,48,34
5466,rat,48,34
69,pharmacies,47,34
1871,solving,47,34
7483,strengthening,47,34
6001,heads,46,34
1342,involvement,45,34
2388,facility,45,34
14564,engagement,45,34
5094,calm,44,34
685,usage,43,34
3319,operate,43,34
7338,modest,43,34
3327,bright,42,34
3422,deficient,42,34
6139,frozen,42,34
11420,scope,42,34
11839,penetrate,42,34
12834,engineer,42,34
1044,liquids,41,34
12675,suppresses,41,34
9013,makers,40,34
9416,classified,40,34
702,combines,39,34
970,repairing,39,34
4542,worried,39,34
7285,sent,39,34
10912,incorporated,39,34
10942,translated,39,34
9896,unusually,38,34
3263,merely,37,34
4868,arises,37,34
5476,seriously,37,34
5625,advises,37,34
9162,discussion,37,34
2224,hallmark,36,34
2682,limitation,36,34
4596,disrupting,36,34
4864,notable,36,34
8959,compares,36,34
9351,replaced,36,34
16528,puzzle,36,34
2724,introduce,35,34
4972,stays,35,34
6039,reflects,35,34
7993,eliminated,35,34
10862,consequently,35,34
3081,yielded,34,34
6242,cautions,34,34
6005,reflux,138,33
5267,neuropathy,126,33
10589,undetectable,92,33
6353,app,90,33
9806,connectivity,88,33
9537,smith,87,33
11477,synaptic,79,33
5928,missed,76,33
9420,sweat,76,33
928,sustainable,71,33
3907,honey,71,33
6714,itchiness,70,33
8107,killer,69,33
12199,prenatal,69,33
5634,drowsiness,66,33
5955,misuse,65,33
3235,muscular,64,33
3901,orange,64,33
6702,moisturizing,64,33
6024,inches,63,33
12176,microscopy,62,33
11237,pounds,61,33
18403,degradation,61,33
3008,recipe,60,33
4022,input,59,33
7530,copenhagen,58,33
6411,carrots,57,33
2484,appointment,51,33
3287,pasta,51,33
1023,request,50,33
5301,faulty,50,33
1452,serum,49,33
1839,ball,47,33
4708,colored,47,33
8458,holding,47,33
4236,sport,46,33
4271,bay,45,33
4293,recording,45,33
11212,engineers,45,33
2072,jobs,43,33
4085,overnight,43,33
4294,impulses,43,33
7207,consistency,43,33
5066,dosages,42,33
7076,considerations,42,33
8364,era,42,33
9997,origins,41,33
28688,employed,41,33
29044,postdoc,41,33
4198,reference,40,33
7299,italy,40,33
7715,inspired,40,33
8353,angeles,40,33
5515,definition,39,33
8175,affairs,39,33
10415,unprecedented,39,33
13566,optimize,39,33
8121,hundred,38,33
10346,interacting,38,33
14032,campus,38,33
2228,degenerative,37,33
5546,exhibited,37,33
11618,sized,37,33
13403,sophisticated,37,33
13507,historically,37,33
3275,agree,36,33
4388,worst,36,33
5338,controversial,36,33
5527,lecturer,36,33
6232,revealing,36,33
6753,mentioned,36,33
6795,hoping,36,33
7254,induces,36,33
10301,downstream,36,33
3073,regard,35,33
3189,highlighted,35,33
9558,pretty,35,33
6066,addressed,34,33
7458,definitive,34,33
8496,discussed,34,33
17679,visiting,34,33
9031,comprises,33,33
9210,publishing,33,33
7703,nanoparticles,141,32
1860,placenta,135,32
11849,mit,104,32
2233,f,100,32
3384,intolerance,99,32
5422,evening,86,32
3174,bumps,85,32
21364,migration,83,32
7707,tears,73,32
3182,pale,71,32
4564,cities,71,32
4123,allergen,68,32
4621,bloody,67,32
10413,domain,66,32
5735,moisture,65,32
8419,gray,65,32
16283,software,64,32
7594,wave,63,32
10234,sterile,62,32
15870,maryland,60,32
1873,pluripotent,58,32
2185,price,58,32
3652,subjective,58,32
830,greens,57,32
11614,coding,57,32
8617,births,56,32
2047,pharmacy,53,32
4567,hereditary,52,32
18312,domains,50,32
3591,workplace,49,32
5824,recall,49,32
10146,precursor,49,32
5671,recommendation,47,32
5551,trait,46,32
6443,varieties,46,32
7894,blockages,46,32
11294,earth,46,32
1547,tender,45,32
9809,cortical,45,32
10447,entry,45,32
14796,vulnerability,44,32
4984,corticosteroid,43,32
7141,clinician,43,32
8638,fluctuations,43,32
4988,intervals,42,32
6000,lights,42,32
6444,colors,42,32
15258,property,42,32
1978,isolate,41,32
2745,travels,41,32
3284,poultry,41,32
15042,anticipate,41,32
8616,friend,40,32
18381,manipulate,40,32
4889,attractive,39,32
5442,endocrinology,39,32
7012,rough,39,32
7524,resist,39,32
13984,bioengineering,39,32
6752,represented,38,32
7500,secrete,38,32
8330,promoted,38,32
9691,motivated,38,32
2153,paid,37,32
3697,consisting,37,32
5902,launched,37,32
1870,surrounds,36,32
1880,reproduce,36,32
1377,loses,35,32
5995,attempting,35,32
11196,projects,35,32
11519,coordinated,35,32
577,permanently,34,32
6191,runs,34,32
6517,joining,34,32
8084,critically,34,32
8489,ann,34,32
3833,solely,33,32
4926,dean,33,32
6475,retain,33,32
8470,avenue,33,32
16112,determines,33,32
6121,versa,32,32
7041,relied,32,32
17127,timely,32,32
2798,nicotine,186,31
5075,panic,143,31
2241,intermittent,130,31
6419,garlic,120,31
8459,exhaustion,111,31
16689,chromosomes,105,31
2972,sweeteners,104,31
6551,retina,100,31
3151,gestational,91,31
6348,happiness,83,31
4266,posture,81,31
10867,tens,80,31
11375,rhythms,80,31
6961,uv,78,31
1399,compression,77,31
9009,couples,70,31
1493,gastric,65,31
3408,longevity,63,31
5780,filling,63,31
4478,iv,62,31
2416,optical,60,31
4519,pollutants,60,31
878,cosmetic,59,31
6300,chewing,59,31
5679,blindness,57,31
9562,epithelial,57,31
12134,brazil,56,31
1321,stiff,54,31
11161,agricultural,54,31
11080,library,52,31
5649,operating,51,31
12701,political,51,31
5853,fragments,50,31
8573,ranges,50,31
10429,signature,50,31
4114,pollen,48,31
7240,subtype,48,31
11644,radiology,47,31
5133,exams,46,31
5965,swell,46,31
6839,centimeters,46,31
10757,transmitting,46,31
5033,caregiver,45,31
5320,facts,44,31
15860,racial,44,31
16355,scott,44,31
2010,disabilities,43,31
5600,achievement,43,31
2684,circuitry,42,31
3433,argues,42,31
7098,frontal,42,31
7246,rochester,42,31
8928,lists,42,31
9546,scenarios,42,31
5613,imbalances,41,31
9424,conflict,41,31
2880,coating,40,31
4205,complement,40,31
5246,thickness,40,31
7227,mistake,40,31
9055,thirst,40,31
10599,assisted,40,31
10834,pushing,40,31
11117,expanded,40,31
11433,succeeded,40,31
12105,accelerated,40,31
15254,responsive,40,31
5306,elimination,39,31
5541,undergraduate,39,31
8961,implementation,39,31
11290,alexander,39,31
714,restricting,38,31
3632,viewed,38,31
9211,coupled,38,31
814,handful,37,31
2820,eaten,37,31
5918,impacted,37,31
6567,impairs,37,31
6664,drawing,37,31
16039,prominent,37,31
2161,paying,36,31
2439,willing,36,31
8930,organized,36,31
9337,editor,36,31
3839,precautions,35,31
6770,explores,35,31
9363,uncertain,35,31
1500,variable,34,31
2410,opt,34,31
4821,preventative,34,31
8620,struggling,34,31
8763,encourages,34,31
9820,trace,34,31
12136,accumulates,34,31
1630,guided,33,31
6098,individually,33,31
10479,extracted,33,31
10943,perspectives,33,31
13476,tightly,33,31
3427,sustain,32,31
3650,mention,32,31
4263,encoded,32,31
4949,mode,32,31
5270,progressively,32,31
2548,clearer,31,31
4020,ny,31,31
5647,cautious,31,31
2552,dogs,243,30
3859,gluten,238,30
13198,ptsd,150,30
10494,fructose,141,30
18447,survivors,117,30
5880,sinus,108,30
5689,parasite,91,30
4554,mask,81,30
111,obstruction,79,30
2786,laws,78,30
4679,anal,74,30
11855,peptides,73,30
15780,primates,72,30
6022,acidic,71,30
8180,hispanic,71,30
9971,donors,69,30
8952,cystic,67,30
17034,inhibitory,67,30
6740,herbs,66,30
5029,teachers,65,30
9394,channels,65,30
5881,skull,58,30
8465,forest,57,30
4985,biologics,56,30
4575,kinase,55,30
7552,eastern,55,30
1434,vaccinations,54,30
8793,vanderbilt,51,30
2908,antigen,50,30
3983,inhale,50,30
6482,beat,50,30
5582,australian,49,30
6354,lentils,49,30
5024,parental,48,30
7421,awake,48,30
10019,codes,48,30
9369,geographic,47,30
4555,harsh,45,30
4771,jaundice,45,30
7521,sad,45,30
2378,fixed,44,30
5461,swallow,43,30
10891,board,43,30
3122,editorial,42,30
5768,book,42,30
3368,sadness,41,30
3786,progressing,41,30
9362,predictions,41,30
8109,prize,40,30
8817,houston,40,30
11547,economics,40,30
6218,enriched,39,30
11240,iii,39,30
16808,arizona,38,30
18007,excellence,38,30
3004,versatile,37,30
3696,adopting,37,30
2632,taught,36,30
6189,fifth,36,30
8003,incorrect,36,30
10854,architecture,36,30
12341,tailored,36,30
2065,informed,35,30
2906,migrate,35,30
3231,delicate,35,30
3351,weaker,35,30
12656,william,35,30
2177,requirement,34,30
5460,supplies,34,30
7420,stayed,34,30
1510,interfering,33,30
3507,indicators,33,30
4641,registered,33,30
9646,licensed,33,30
1392,uncertainty,32,30
2018,relates,32,30
3980,encounter,32,30
5374,differed,32,30
7604,join,32,30
7641,researching,32,30
7760,absent,32,30
10000,neurosciences,32,30
13109,interplay,32,30
14526,entered,32,30
2163,evolve,31,30
7256,matthew,31,30
16971,collaborated,31,30
2643,prompted,30,30
4892,representing,30,30
6987,aloe,155,29
6988,vera,147,29
1401,wrist,121,29
1558,myelin,115,29
5294,ph,108,29
4081,vocal,102,29
3800,waist,92,29
6693,nails,86,29
5990,toxin,82,29
5996,stretches,81,29
13460,super,81,29
6937,violence,77,29
3844,fermented,76,29
5791,interval,75,29
12339,plasticity,67,29
6706,pulling,62,29
5035,antidepressant,60,29
6405,tofu,60,29
825,onions,57,29
4341,oily,54,29
5641,hallucinations,50,29
5784,cups,50,29
11485,extracellular,49,29
1827,regenerate,48,29
5470,secretion,48,29
5014,swings,47,29
3979,urge,46,29
6349,moods,46,29
10592,probe,46,29
1166,tech,45,29
9743,fainting,45,29
4187,security,44,29
7441,bronchitis,44,29
9388,parameters,44,29
25126,disparities,44,29
2023,mixing,43,29
7876,stimulant,43,29
1844,fertilization,42,29
3984,wood,42,29
9272,partial,42,29
11297,spleen,42,29
5748,moist,41,29
754,unsafe,39,29
2366,monthly,39,29
2419,checkups,39,29
6387,boiled,39,29
6935,barcelona,39,29
10989,contributions,39,29
12238,labeled,39,29
15466,sequenced,39,29
313,dietitian,38,29
4036,contexts,38,29
4462,absorbed,38,29
2907,cascade,37,29
8799,israel,37,29
921,supervision,34,29
6084,borne,34,29
7104,disturbances,34,29
9121,searching,34,29
2250,roots,33,29
3584,opinion,33,29
4725,burst,33,29
5694,irritated,33,29
5734,cleared,33,29
6311,diameter,33,29
8510,assumption,33,29
10157,underlie,33,29
5973,backward,32,29
8077,consisted,32,29
8307,bearing,32,29
10556,convenient,32,29
10887,headed,32,29
10910,extensively,32,29
3021,chosen,31,29
7120,observing,31,29
7722,lacked,31,29
13447,nationally,31,29
21014,distributed,31,29
29500,patrick,31,29
2565,ignore,30,29
3079,correlates,30,29
3880,originated,30,29
6014,discusses,30,29
6582,interferes,30,29
16600,relevance,30,29
18228,jeffrey,30,29
2200,tries,29,29
3569,definitely,29,29
4593,culprit,29,29
9349,composed,29,29
13342,en,845,28
11965,penis,266,28
2792,cocaine,106,28
4258,ldl,97,28
5953,jaw,95,28
2500,rejection,93,28
4152,facebook,92,28
6671,duct,91,28
4398,condom,83,28
13712,semen,79,28
7103,psychosis,77,28
2321,erectile,71,28
4753,limb,70,28
9785,neonatal,70,28
799,lunch,68,28
2260,lumps,68,28
5323,lump,67,28
10539,games,66,28
8169,nut,64,28
4080,incision,61,28
4389,menstruation,60,28
5687,fungus,59,28
4475,renal,58,28
7798,copy,58,28
829,leafy,57,28
6525,karolinska,57,28
10008,electron,57,28
5684,scratching,56,28
8078,cytokines,56,28
4636,biologic,54,28
6376,salads,53,28
9651,reserve,53,28
6957,zealand,52,28
17511,cooperation,52,28
26034,simulation,51,28
3698,citrus,50,28
5405,northwestern,50,28
5241,towel,49,28
5773,stressors,46,28
31,rectal,45,28
6694,confuse,45,28
15224,cars,45,28
2413,outpatient,44,28
6642,thinning,44,28
10745,beverage,43,28
15755,adherence,43,28
3597,emergence,41,28
4510,salts,41,28
5077,trapped,41,28
5163,hives,41,28
6366,attend,41,28
8472,regulator,41,28
631,carriers,40,28
1113,appointments,40,28
2947,pure,40,28
4466,retention,40,28
5731,scanning,40,28
16181,views,40,28
3421,reproduction,39,28
4218,detectable,39,28
5336,protocol,39,28
8455,wore,39,28
9245,bridge,39,28
10690,intracellular,39,28
11829,concentrated,39,28
4530,reversible,38,28
7032,n,38,28
851,phases,37,28
1334,mistakes,37,28
7072,charity,37,28
7303,biopsies,37,28
8367,soaps,37,28
3972,pharmacist,36,28
4354,polycystic,36,28
7984,sarah,36,28
3910,partnership,35,28
6329,absorbs,35,28
2736,restored,34,28
5664,hence,34,28
7133,cheap,34,28
9106,vigorous,34,28
18122,diseased,34,28
3505,relatives,33,28
3522,dollars,33,28
6203,locate,33,28
16678,invading,33,28
18409,simulated,33,28
1200,alarming,32,28
2564,fascinating,32,28
12211,inexpensive,32,28
23728,howard,32,28
1111,returns,31,28
3486,underway,31,28
7361,tolerate,31,28
8326,centuries,31,28
8629,harming,31,28
8860,encoding,31,28
997,performs,30,28
4402,advisable,30,28
5885,accompanying,30,28
6739,april,30,28
7535,encodes,30,28
7725,modulating,30,28
7732,developments,30,28
11098,existed,30,28
743,fix,29,28
3990,deciding,29,28
7095,gradual,29,28
11989,declining,29,28
15003,print,29,28
17105,advancement,29,28
1318,ra,487,27
7113,mediterranean,112,27
11216,mosquitoes,110,27
6900,triple,105,27
3306,circadian,104,27
8657,itch,104,27
5091,cbt,97,27
3332,celiac,92,27
4001,virtual,91,27
4496,almonds,90,27
6171,cervix,82,27
18162,flies,76,27
4500,oats,67,27
8179,military,65,27
16544,davis,64,27
3944,beer,63,27
5917,slept,62,27
4312,prefrontal,60,27
96,capsule,59,27
8711,output,57,27
2844,urinate,54,27
6333,compulsive,54,27
8757,folds,54,27
831,tomatoes,52,27
10110,rinse,51,27
6973,mercury,49,27
3058,seafood,48,27
4841,van,48,27
12324,simulations,48,27
16320,hospitalized,48,27
9680,smart,47,27
12274,watched,47,27
11698,programme,45,27
6374,folate,44,27
7412,conscious,43,27
11621,regulations,43,27
2766,officials,41,27
3857,streptococcus,40,27
11241,adaptation,40,27
5713,soreness,39,27
12343,birmingham,39,27
2387,charged,38,27
5513,excessively,38,27
10553,remote,38,27
16280,neurosurgery,38,27
5860,picking,37,27
6276,mid,37,27
1617,soaking,36,27
7167,inhalation,36,27
10260,ethnicity,36,27
15065,sensing,36,27
3686,irritating,35,27
4643,spicy,35,27
6942,transferred,35,27
8108,nobel,35,27
14661,pharmaceuticals,35,27
15923,baltimore,35,27
2276,cracked,34,27
4737,leak,34,27
7244,biologist,34,27
17417,standardized,34,27
2229,inactivity,33,27
3856,style,33,27
4711,individualized,33,27
5182,minimum,33,27
5347,spain,33,27
6108,scientifically,33,27
6645,unsuccessful,33,27
6676,notices,33,27
7214,shifting,33,27
8359,oregon,33,27
8740,flows,33,27
8775,specializes,33,27
13006,nations,33,27
13513,strict,33,27
607,july,32,27
10578,probability,32,27
20635,morbidity,32,27
475,checks,31,27
2471,agreement,31,27
4599,secreted,31,27
5247,thinner,31,27
6120,ingested,31,27
7331,benjamin,31,27
10087,miss,31,27
24078,methodology,31,27
33,unintended,30,27
279,appropriately,30,27
3520,nation,30,27
4691,accident,30,27
6695,attaches,30,27
7203,commercially,30,27
7702,ensures,30,27
16193,quantitative,30,27
4772,yellowing,29,27
5488,absolutely,29,27
6865,respect,29,27
9149,pointing,29,27
9792,defining,29,27
10277,modulate,29,27
1252,inconclusive,28,27
2695,communicating,28,27
2872,officer,28,27
3375,acknowledge,28,27
4797,besides,28,27
7888,asian,28,27
12100,official,28,27
13511,publicly,28,27
13894,steven,28,27
26812,fellowship,28,27
3537,excluded,27,27
4971,outlines,27,27
5065,aiming,27,27
5391,pursue,27,27
6029,fails,27,27
6550,accordingly,27,27
7851,sufficiently,27,27
24528,titled,27,27
26451,quantify,27,27
18770,un,529,26
18842,del,296,26
14030,adhd,260,26
3933,ibs,165,26
5174,bite,93,26
4028,stone,82,26
3305,clock,79,26
1734,salmonella,71,26
7176,lightheadedness,71,26
4768,ducts,67,26
4669,odor,64,26
6715,phototherapy,63,26
5534,suicidal,62,26
6403,potato,61,26
8345,hearts,61,26
3499,ucsf,59,26
4429,nuclear,59,26
24118,county,56,26
255,sleepiness,52,26
7121,fly,52,26
10033,drivers,52,26
10789,birds,52,26
2554,scanner,48,26
6701,moisturizer,48,26
1611,spasms,47,26
6153,canned,47,26
822,beef,46,26
9535,tremors,46,26
1061,bandage,44,26
3297,cereal,43,26
8036,minnesota,43,26
8863,skill,43,26
9480,moisturizers,43,26
6858,fuller,42,26
6748,admitted,41,26
8613,caring,41,26
10679,christian,41,26
781,malnutrition,40,26
4773,palms,40,26
5800,hungry,40,26
7836,protocols,40,26
8484,manipulation,40,26
14484,ethnic,40,26
862,illegal,39,26
8462,microbe,39,26
4566,traffic,38,26
5510,spotlight,38,26
13,bouts,36,26
3566,sexes,36,26
3664,hurt,36,26
4543,predisposition,35,26
16715,package,35,26
3492,biobank,34,26
5253,barley,34,26
14313,gains,34,26
18311,master,34,26
2749,indirectly,33,26
5812,sight,33,26
526,resolves,32,26
3188,outweigh,32,26
4192,topics,32,26
4442,tackling,32,26
4707,smelling,32,26
4888,delivers,32,26
5538,habit,32,26
7111,remembering,32,26
9143,conserved,32,26
1703,exacerbate,31,26
3957,clearing,31,26
4743,alliance,31,26
4812,integrity,31,26
8663,crack,31,26
10271,minority,31,26
14994,november,31,26
893,medically,30,26
2081,interview,30,26
2525,reasonable,30,26
3053,manufacturer,30,26
4305,served,30,26
5919,manipulating,30,26
7190,supposed,30,26
8671,narrowing,30,26
10445,mysterious,30,26
1305,specificity,29,26
8710,navigate,29,26
8855,opened,29,26
9240,synthesize,29,26
10273,neighboring,29,26
11610,obtaining,29,26
29352,hughes,29,26
1275,optimistic,28,26
7140,gather,28,26
7180,advised,28,26
8132,slowed,28,26
8196,ailments,28,26
8815,validation,28,26
9380,diminished,28,26
9818,fair,28,26
10135,dozen,28,26
10278,initiation,28,26
10715,monitors,28,26
11393,preserving,28,26
11643,verify,28,26
13637,freely,28,26
14035,implement,28,26
16529,perelman,28,26
2453,consultant,27,26
5364,conclusive,27,26
7125,systematically,27,26
7293,outline,27,26
9568,compelling,27,26
12266,doubled,27,26
15077,arising,27,26
26488,basically,27,26
26498,collaborating,27,26
1942,hoped,26,26
5478,dangers,26,26
6464,introducing,26,26
8045,journey,26,26
9391,speculate,26,26
9944,amazing,26,26
9949,harness,26,26
11369,persisted,26,26
18705,se,465,25
6299,hpv,231,25
17884,zika,161,25
16943,tv,96,25
16610,mosquito,94,25
6617,ions,84,25
8551,bites,81,25
10114,baths,72,25
12598,soil,69,25
15270,tumour,61,25
2239,decay,60,25
7077,condoms,60,25
6128,prediabetes,59,25
6872,collagen,56,25
15272,nhs,56,25
12366,pesticides,55,25
5987,fracture,54,25
24439,yang,54,25
2434,flight,53,25
3395,bedtime,51,25
4033,park,50,25
10575,conceive,50,25
6521,atrial,49,25
972,ligaments,47,25
4829,caloric,47,25
6272,soups,46,25
7989,veterans,46,25
6131,smoothies,44,25
5802,overeating,43,25
7870,soften,43,25
13209,stimulus,43,25
5915,battery,41,25
1996,recipient,40,25
3165,intermediate,40,25
6328,metals,39,25
8939,seattle,39,25
14094,creative,39,25
15379,concepts,38,25
3398,bottle,37,25
9045,contamination,37,25
12423,smartphone,37,25
377,upright,36,25
2166,blurred,36,25
7200,boiling,36,25
9844,pacific,36,25
12345,vehicle,36,25
3228,rubbing,35,25
5316,gastroenterology,35,25
13274,spontaneous,35,25
4120,runny,34,25
5162,rub,34,25
5835,stigma,34,25
7250,suppressor,34,25
688,tolerated,33,25
1140,inserts,33,25
4649,hole,33,25
4764,worsens,33,25
7209,plain,33,25
14578,competitive,33,25
9407,martin,32,25
406,sacs,31,25
2096,contracts,31,25
5436,toll,31,25
7213,heavier,31,25
9345,pittsburgh,31,25
16382,subjected,31,25
25021,coauthor,31,25
25103,historical,31,25
3353,declines,30,25
5053,sticky,30,25
6369,interpersonal,30,25
8122,boosted,30,25
10264,projected,30,25
29959,collaborator,30,25
1798,originate,29,25
3523,hallmarks,29,25
5354,blind,29,25
6334,curb,29,25
8808,localized,29,25
11688,proponents,29,25
13193,interests,29,25
3470,urges,28,25
6074,searched,28,25
6798,warns,28,25
7655,upcoming,28,25
7701,programmed,28,25
7755,pumping,28,25
7815,intrinsic,28,25
8644,examinations,28,25
12469,probable,28,25
1369,invade,27,25
1759,indications,27,25
3837,expose,27,25
4249,mediate,27,25
5774,psychologist,27,25
7119,keen,27,25
7497,pushes,27,25
8769,millimeters,27,25
17492,backgrounds,27,25
4063,circulate,26,25
10489,formerly,26,25
25949,initiated,26,25
3480,discovering,25,25
4848,il,25,25
5497,inherent,25,25
7139,quicker,25,25
8395,ultimate,25,25
17557,totally,25,25
19114,gonzález,25,25
18738,las,676,24
17398,con,417,24
1477,psoriatic,226,24
3233,cysts,132,24
3294,corn,128,24
7891,hydrogen,119,24
5438,twins,114,24
5322,cirrhosis,109,24
3872,lactose,107,24
8654,worms,104,24
7568,urethra,96,24
3749,valve,90,24
4777,esophagus,89,24
15826,fusion,86,24
3383,hypothyroidism,84,24
2881,axons,78,24
1517,methotrexate,73,24
2978,sweetened,73,24
3429,k,65,24
6930,han,64,24
11235,imperial,61,24
10421,signatures,59,24
16306,polymer,59,24
2791,benzodiazepines,58,24
844,tuna,55,24
9088,rooms,53,24
11114,religious,52,24
16109,matrix,52,24
6275,soup,49,24
13480,poison,49,24
21447,miller,49,24
6462,pigment,48,24
4835,neuroimaging,47,24
5195,sinusitis,47,24
17787,assembly,47,24
1607,pad,46,24
8676,indoor,46,24
6843,auditory,45,24
16447,debris,45,24
2454,domestic,44,24
9922,illicit,44,24
7105,inappropriate,43,24
7774,danish,43,24
9583,kim,43,24
10795,feces,41,24
11373,poverty,41,24
11910,metabolite,41,24
5244,damp,40,24
11710,warnings,40,24
15251,intellectual,39,24
6192,elbow,38,24
10967,text,38,24
7948,chan,37,24
4421,icahn,36,24
6036,cohorts,36,24
6904,patent,36,24
10251,sodas,36,24
12328,swiss,36,24
4118,sneezing,35,24
11871,soluble,35,24
14798,panel,34,24
23610,investment,34,24
3969,trap,33,24
7316,berlin,33,24
7479,coal,33,24
9115,recordings,33,24
9163,judgment,33,24
9457,spike,33,24
9621,senses,33,24
10244,swedish,33,24
176,capsules,32,24
2867,interpreting,32,24
3485,disruptions,32,24
7145,meters,32,24
9892,lock,32,24
14223,cocktail,32,24
150,passage,31,24
3440,writes,31,24
3539,neurodegeneration,31,24
5930,responsibility,31,24
7385,intravenously,31,24
8645,scored,31,24
8848,branch,31,24
9406,artificially,31,24
11932,anecdotal,31,24
14269,counting,31,24
827,turkey,30,24
2456,accidents,30,24
4039,enjoyed,30,24
5084,shaking,30,24
6713,soothing,30,24
7912,sold,30,24
9065,dates,30,24
7538,emission,29,24
12335,voluntary,29,24
12674,unstable,29,24
13120,pathogenesis,29,24
13552,absolute,29,24
13811,lessons,29,24
713,weigh,28,24
2494,incorrectly,28,24
2980,consumes,28,24
3779,trajectory,28,24
5388,dissolve,28,24
6099,destroying,28,24
9690,realistic,28,24
17812,capabilities,28,24
18365,converted,28,24
4898,inserted,27,24
4948,switches,27,24
5571,demonstration,27,24
6523,speeds,27,24
13026,harbor,27,24
2168,adopted,26,24
2538,overwhelming,26,24
4243,evident,26,24
6867,annals,26,24
8873,amyotrophic,26,24
8912,considers,26,24
10024,reliably,26,24
10153,calculating,26,24
11306,founder,26,24
20191,brian,26,24
1256,separated,25,24
1925,beneath,25,24
5604,belong,25,24
6679,maintains,25,24
6703,repeating,25,24
6897,valid,25,24
7067,planned,25,24
7921,doubt,25,24
7990,translates,25,24
10768,confined,25,24
12466,presenting,25,24
16760,proliferate,25,24
904,unaware,24,24
3621,threats,24,24
4788,equipped,24,24
6383,belongs,24,24
15912,dubbed,24,24
23063,highlighting,24,24
6911,el,1125,23
7049,ovulation,148,23
6699,nail,133,23
7023,manic,114,23
3855,greek,107,23
3077,inverse,89,23
10100,atopic,76,23
6393,vegan,71,23
8570,endometrial,71,23
9699,lemon,68,23
7567,uti,66,23
2671,amygdala,61,23
1801,embryos,59,23
8432,scaling,59,23
1604,pack,58,23
11837,band,58,23
1713,antigens,57,23
9879,stis,56,23
11236,kg,56,23
14118,chip,56,23
7589,vaccinated,54,23
15406,uw,54,23
558,ageing,52,23
11978,gram,50,23
18484,exeter,49,23
8771,purple,48,23
5269,bathing,47,23
5793,workout,47,23
10630,queen,47,23
4473,oxide,46,23
11469,mcgill,46,23
15722,stories,46,23
13285,silent,45,23
16638,strands,45,23
3022,cravings,44,23
3611,leaders,42,23
5808,peas,40,23
8811,conversion,40,23
9532,yale,40,23
3924,hill,39,23
6016,teas,39,23
9804,chart,39,23
10965,father,39,23
285,hydration,38,23
2827,passive,38,23
4134,hay,38,23
6360,lift,38,23
7520,affective,38,23
138,bulk,37,23
4250,cardiometabolic,37,23
7502,edinburgh,37,23
8707,ring,37,23
16790,veterinary,37,23
2574,pets,36,23
2927,zurich,36,23
3559,delusions,36,23
4930,apoptosis,36,23
5697,deposits,36,23
6939,epigenetics,36,23
7779,neurodevelopmental,36,23
8102,skipping,36,23
10909,scholars,36,23
5045,ontario,35,23
5658,spaces,35,23
4468,arrest,34,23
4568,defective,34,23
7480,tar,34,23
1163,generic,33,23
2573,attachment,33,23
5393,traveling,33,23
2628,fmri,32,23
3296,candy,32,23
3551,evaluations,32,23
3583,consensus,32,23
4359,cosmetics,32,23
6144,glycemic,32,23
11838,satisfied,32,23
3363,loud,31,23
8753,anatomical,31,23
13960,labeling,31,23
1308,throughput,30,23
2756,painless,30,23
4445,interpreted,30,23
7983,segment,30,23
15340,manipulated,30,23
868,trade,29,23
1070,organize,29,23
5533,secure,29,23
6390,blend,29,23
6505,involuntary,29,23
6513,elevation,29,23
7688,translation,29,23
8073,shares,29,23
8641,predictors,29,23
9357,cheaper,29,23
14883,initiate,29,23
571,contracted,28,23
599,june,28,23
2374,collects,28,23
3991,indirect,28,23
4832,tremendous,28,23
6520,numb,28,23
7178,traveled,28,23
7526,resilient,28,23
8246,minds,28,23
11857,paired,28,23
2184,buying,27,23
